MSOA,population,males,females,children,youth,elderly
E02003929,6904,3372,3529,300,521,2697
E02003930,8911,4359,4546,318,776,3556
E02003931,10594,5030,5559,450,936,3821
E02003932,7502,3682,3825,326,575,2775
E02003933,7002,3390,3610,207,520,2795
E02003934,7200,3514,3686,338,684,2548
E02003935,10251,4983,5263,563,1073,2645
E02003936,8330,4112,4210,254,684,3368
E02003937,5276,2581,2691,173,450,2031
E02003938,6780,3371,3407,326,586,2160
E02003939,6811,3173,3641,266,615,2397
E02003940,6380,3100,3278,203,513,2482
E02003941,8919,4433,4499,466,906,2361
E02003942,7985,3943,4047,518,857,2014
E02003943,6884,3228,3655,217,607,2562
E02003944,10298,4902,5400,481,983,3275
E02003945,5901,2848,3059,193,484,2447
E02003946,9470,4627,4845,413,805,3274
E02003947,6537,3120,3408,242,497,2545
E02003948,8361,4089,4264,407,882,2727
E02003949,6561,3179,3387,301,699,2199
E02003950,5398,2569,2821,203,497,2081
E02003951,5815,2747,3066,192,441,2357
E02003952,9733,4755,4977,550,863,2431
E02003953,10827,5295,5533,563,1013,3067
E02003954,7626,3796,3841,329,753,2044
E02003955,10081,4884,5194,433,1009,2800
E02003956,7745,3822,3922,386,762,2128
E02003957,11094,5485,5611,561,1048,3368
E02003958,8202,4058,4146,402,835,2327
E02003959,6925,3293,3638,351,697,2033
E02003960,5687,2678,3001,171,505,2411
E02003961,9605,4675,4938,398,909,3259
E02003962,7257,3578,3678,407,779,2010
E02003963,10042,4890,5158,533,1023,3078
E02003964,8022,3893,4123,258,628,3426
E02003965,10982,5282,5694,460,1073,3845
E02003966,7001,3459,3544,227,612,2606
E02003967,8109,4025,4089,375,704,2691
E02003968,8828,4348,4473,377,870,2757
E02003969,6547,3125,3424,388,722,1709
E02003970,8199,3981,4220,316,695,2729
E02003971,7730,3792,3937,293,644,2895
E02003972,8973,4485,4488,445,863,2556
E02003973,8608,4259,4354,524,909,2124
E02003974,7669,3713,3958,424,771,2247
E02003975,7241,3578,3662,348,614,2283
E02003976,6280,3063,3214,169,520,2464
E02003977,6183,3095,3085,273,684,1766
E02003978,5728,2813,2918,244,651,1745
E02003979,7769,3753,4007,313,634,3032
E02003980,6750,3338,3423,440,750,1593
E02003981,6470,3224,3243,366,757,1621
E02003982,8099,3986,4110,401,784,2305
E02003983,7257,3567,3700,423,847,1654
E02003984,6412,3257,3149,407,797,1381
E02003985,6693,3323,3361,320,667,2093
E02003986,6048,3055,2993,300,604,1758
E02003987,6008,3034,2972,248,565,2048
E02003988,6486,3178,3310,229,638,2339
E02003989,7486,3632,3857,312,683,2523
E02003990,11004,5333,5669,566,955,3358
E02003991,7557,3679,3882,327,632,2695
E02003992,8022,4057,3962,274,1281,1938
E02003993,8799,4315,4482,324,756,3380
E02003994,7214,3540,3676,365,809,1801
E02003995,10164,4872,5291,623,1002,2400
E02003996,9333,4678,4648,437,1260,1849
E02003997,9526,4609,4917,642,1079,1989
E02003998,6544,3160,3385,420,716,1607
E02003999,11877,5785,6096,611,1032,3591
E02004000,5190,2587,2604,254,494,1593
E02004001,5182,2697,2488,188,524,1558
E02004002,9513,4720,4791,383,994,2829
E02004003,11579,5715,5858,551,1153,3439
E02004004,9835,4800,5023,642,994,2429
E02004005,7659,3760,3899,343,785,2317
E02004006,8374,4208,4166,309,635,3118
E02004007,9757,4958,4795,459,837,3319
E02004008,6439,3199,3241,237,528,2352
E02004009,6253,3139,3110,264,589,2126
E02004010,7737,3810,3920,361,780,1993
E02004011,10874,5324,5552,440,942,3717
E02004012,5503,2733,2771,173,452,2066
E02004013,10215,5043,5168,398,971,3642
E02004014,7725,3887,3833,280,677,2890
E02004015,6121,3046,3083,149,691,2257
E02004016,8020,3922,4102,283,745,2586
E02004017,8876,4290,4580,411,830,2609
E02004018,8321,4099,4224,375,858,2204
E02004019,7650,3735,3916,256,728,2844
E02004020,8933,4366,4570,359,784,2915
E02004021,5271,2617,2645,159,382,2146
E02004022,5548,2825,2728,206,428,2127
E02004023,6323,3150,3183,214,788,2415
E02004024,7439,3619,3816,300,602,2926
E02004025,7967,3813,4157,253,665,3278
E02004026,8110,4030,4077,390,781,2338
E02004027,7943,3775,4166,233,529,3760
E02004028,7912,3863,4055,327,633,3071
E02004029,7340,3679,3671,387,704,1876
E02004030,6034,2939,3098,238,421,2313
E02004031,7476,3675,3796,510,878,1670
E02004032,8444,4132,4306,378,755,2805
E02004033,8928,4416,4507,450,851,2501
E02004034,6834,3327,3495,260,572,2535
E02004035,6413,3180,3235,246,586,2435
E02004036,10309,5038,5272,529,1057,2852
E02004037,7881,3837,4041,360,808,2203
E02004038,7524,3683,3844,307,637,2335
E02004039,7739,3783,3960,329,727,2277
E02004040,9483,4715,4771,536,916,2326
E02004041,7368,3640,3725,338,747,1874
E02004043,7322,3555,3772,335,647,2246
E02004044,9114,4414,4707,403,897,2700
E02004045,9754,4802,4945,419,954,2881
E02004046,6188,3006,3183,268,545,1938
E02004047,6163,3079,3086,421,626,1478
E02004048,7045,3453,3584,442,641,1695
E02004049,7899,3879,4019,304,728,2613
E02004050,7802,3765,4039,465,923,1750
E02004051,9678,4764,4908,487,1022,2464
E02004052,8749,4288,4453,509,896,2340
E02004053,7843,3969,3869,389,871,1886
E02004054,9156,4558,4590,401,889,2447
E02004055,6910,3425,3488,313,635,2076
E02004056,8049,3902,4145,499,996,1799
E02004057,7753,3883,3871,441,829,1601
E02004058,8004,3923,4074,441,804,2058
E02004059,7208,3540,3668,308,613,2387
E02004060,7516,3694,3818,330,767,2232
E02004061,7386,3648,3742,352,759,2048
E02004062,7584,3715,3863,306,721,2500
E02004063,7734,3740,3995,320,649,2670
E02004064,9580,4817,4770,496,1104,1821
E02004065,8108,3904,4196,327,605,3184
E02004066,11413,5593,5831,559,1043,3237
E02004067,6299,3096,3206,380,698,1692
E02004068,7260,3522,3736,259,618,2634
E02004069,6315,3016,3300,183,510,2652
E02004072,9392,4530,4862,356,773,3409
E02004073,8805,4318,4481,324,740,3145
E02004074,5797,2788,3008,177,496,2067
E02004075,7132,3548,3582,247,608,2691
E02004076,7527,3627,3903,415,757,2075
E02004077,8265,4336,3927,280,810,2590
E02004078,7026,3441,3585,415,791,1747
E02004080,9736,4875,4869,561,1101,2271
E02004081,5811,2836,2968,202,519,1984
E02004082,6069,2980,3085,198,515,2181
E02004083,8242,4061,4185,434,932,1826
E02004084,5963,2916,3053,310,592,1665
E02004085,8907,4314,4586,441,935,2538
E02004086,7171,3450,3721,298,648,2227
E02004087,7766,3799,3965,438,727,1783
E02004088,7623,3761,3859,304,773,2290
E02004089,6849,3398,3451,408,706,1316
E02004090,5945,2909,3041,217,556,1969
E02004091,9308,4600,4710,465,894,2472
E02004092,9386,4628,4763,457,946,2549
E02004093,6368,3095,3275,337,608,1582
E02004094,7029,3386,3648,388,725,1658
E02004095,10151,5014,5148,501,951,2622
E02004096,9790,4772,5014,458,883,3034
E02004097,7475,3718,3754,332,613,2235
E02004098,7350,3638,3714,347,653,2182
E02004100,8155,3997,4155,364,759,2579
E02004102,7607,3785,3823,239,824,2593
E02004103,6870,3330,3538,420,815,1618
E02004104,7238,3582,3657,321,670,2129
E02004105,9261,4529,4732,511,895,2736
E02004106,6762,3263,3497,210,561,2699
E02004108,7556,3685,3866,302,791,2255
E02004109,6788,3298,3491,314,538,2695
E02004110,7379,3586,3788,349,640,2479
E02004111,5545,2745,2802,235,475,1882
E02004112,6270,3016,3256,171,469,2706
E02004113,10223,5069,5141,642,1040,2424
E02004114,8469,4169,4302,370,706,3001
E02004115,8813,4322,4485,356,826,2726
E02004116,8541,4163,4382,476,870,2295
E02004117,8080,3897,4180,432,690,2469
E02004118,7711,3684,4039,401,790,1907
E02004119,11894,5847,6040,644,1290,2403
E02004120,10934,5358,5584,742,1040,2388
E02004121,9290,4537,4748,565,883,2287
E02004122,6920,3408,3507,253,887,2046
E02004123,6763,3267,3506,259,576,2177
E02004124,7559,3683,3879,388,786,2042
E02004125,8693,4299,4394,411,942,2306
E02004126,7452,3671,3783,382,697,2117
E02004128,11478,5648,5830,568,1003,3304
E02004129,6080,3049,3038,255,443,2312
E02004130,6171,2901,3272,263,540,2357
E02004131,5489,2625,2861,257,507,1894
E02004132,8893,4352,4539,373,794,3037
E02004133,9812,4709,5098,480,857,3529
E02004135,8362,3983,4376,236,645,3825
E02004136,9492,4519,4976,413,901,3244
E02004137,5326,2594,2735,158,407,2441
E02004138,7682,3594,4099,211,528,3984
E02004139,6997,3314,3688,269,581,2971
E02004140,5273,2380,2894,113,308,3089
E02004141,6262,3005,3250,255,588,2307
E02004142,6389,3515,2872,264,893,2048
E02004143,6345,3006,3342,262,501,2394
E02004144,6860,3268,3598,238,622,2660
E02004145,6107,2835,3273,152,412,3187
E02004146,7547,3626,3911,361,750,2139
E02004147,6977,3406,3559,281,756,1879
E02004148,7773,3584,4188,233,570,3696
E02004149,11063,5320,5744,232,5527,2055
E02004150,7099,3499,3600,379,1608,1318
E02004151,10072,4905,5163,628,1001,2432
E02004152,9737,4747,4988,180,5501,999
E02004153,7486,3710,3775,409,835,1549
E02004154,8298,4028,4266,410,2243,1290
E02004155,7461,3588,3867,436,758,2002
E02004156,11616,5752,5866,314,4591,1610
E02004157,6348,3041,3311,270,755,1584
E02004158,8066,4019,4045,416,865,1583
E02004159,12766,6286,6475,787,1388,2722
E02004160,7213,3519,3695,369,645,2258
E02004161,8296,3978,4318,373,948,1951
E02004162,6940,3370,3563,300,674,1968
E02004163,8254,3892,4360,385,770,2737
E02004164,6797,3304,3501,278,533,2551
E02004165,8876,4290,4583,386,854,2987
E02004166,6782,3286,3489,291,621,2215
E02004167,7163,3490,3672,356,895,1784
E02004168,6251,3077,3179,353,640,1719
E02004169,7579,3744,3833,365,737,2273
E02004170,8807,4320,4484,538,868,2283
E02004171,8523,4165,4362,427,812,2572
E02004172,6501,3208,3293,259,594,2266
E02004173,7492,3689,3799,322,665,2528
E02004174,8072,3875,4195,447,791,2356
E02004175,5148,2534,2616,203,521,1688
E02004176,5566,2725,2839,166,437,2265
E02004177,5889,2870,3022,241,617,1899
E02004178,5258,2583,2670,178,444,1879
E02004179,9210,4570,4644,419,909,2787
E02004180,6511,3204,3307,271,598,2260
E02004181,5731,2724,3008,261,528,1743
E02004182,6268,3094,3180,341,659,1666
E02004183,5838,2855,2989,225,529,2165
E02004184,8565,4131,4425,492,974,2042
E02004185,6698,3208,3493,323,464,2775
E02004186,10164,4833,5324,624,942,2928
E02004187,10752,5244,5508,534,1005,3680
E02004188,7018,3441,3580,237,586,2792
E02004189,6134,3038,3090,276,563,1764
E02004190,8706,4193,4517,363,781,3025
E02004191,9034,4140,4889,376,802,3066
E02004192,7707,3717,3983,249,571,3179
E02004193,11902,5692,6209,525,1223,3398
E02004194,7386,3569,3819,364,628,2495
E02004195,5260,2601,2658,179,511,2152
E02004196,8097,3941,4161,327,603,3008
E02004197,7235,3503,3733,283,537,2843
E02004198,6286,2949,3340,218,580,2310
E02004199,5757,2823,2936,183,403,2711
E02004200,5122,2490,2632,186,393,2285
E02004201,5486,2657,2828,199,428,2280
E02004202,8695,4165,4531,431,731,2691
E02004203,5741,2769,2978,186,413,2335
E02004204,9820,4763,5059,447,880,3317
E02004205,8590,4101,4488,389,762,3042
E02004206,6676,3185,3483,193,504,3008
E02004207,6719,3218,3504,317,612,2264
E02004208,8330,4048,4286,287,681,3297
E02004209,9238,4460,4771,489,889,2670
E02004210,6602,3167,3431,298,611,2261
E02004211,6601,3138,3456,197,444,3040
E02004212,6169,3035,3130,291,632,1768
E02004213,9160,4766,4388,572,805,2025
E02004214,6081,2973,3113,358,653,1509
E02004215,5824,2798,3022,265,622,1766
E02004216,5560,2728,2830,218,476,1994
E02004217,7795,3779,4016,348,731,2511
E02004218,6121,2926,3199,240,533,2257
E02004219,5585,2648,2945,181,476,2242
E02004220,5981,2842,3143,182,422,2573
E02004221,6366,3032,3339,188,470,2998
E02004222,5740,2883,2855,216,588,1779
E02004223,13023,6393,6624,753,1284,3470
E02004224,6446,3198,3246,224,525,2540
E02004225,5802,2782,3015,278,580,1853
E02004226,7302,3589,3713,249,501,3055
E02004227,10181,5025,5166,476,960,3603
E02004228,7269,3597,3677,242,611,2905
E02004229,9957,4893,5068,476,868,3170
E02004230,7708,3819,3893,328,810,2421
E02004231,7082,3680,3404,241,544,2557
E02004232,6905,3395,3507,255,604,2584
E02004233,12676,6033,6642,485,1174,4753
E02004234,6222,2966,3261,188,477,2647
E02004235,6538,3155,3388,223,533,2610
E02004236,6221,3048,3177,249,523,2441
E02004237,8144,3911,4230,317,888,2555
E02004238,7482,3504,3977,180,555,3879
E02004239,6238,2916,3328,227,467,2654
E02004240,6113,2926,3181,348,695,1464
E02004241,9469,4502,4963,397,879,3151
E02004242,6461,3048,3420,193,408,3189
E02004243,6448,3152,3296,257,577,2206
E02004244,7689,3751,3943,358,667,2645
E02004245,7484,3625,3862,336,728,2559
E02004246,7906,3840,4065,271,525,3746
E02004247,6077,3006,3076,192,537,2203
E02004248,7407,3484,3924,242,510,3778
E02004249,6026,2950,3078,306,524,2073
E02004250,7792,3717,4080,272,607,3538
E02004251,6328,2974,3354,286,483,2423
E02004252,7985,3714,4269,401,752,2724
E02004253,9807,4728,5070,307,748,4450
E02004254,10373,5125,5254,472,1038,3315
E02004255,7315,3475,3838,272,666,2704
E02004256,9181,4436,4753,360,826,3250
E02004257,9163,4436,4726,489,941,2742
E02004258,10436,5068,5373,379,826,4251
E02004259,7159,3640,3516,198,717,2775
E02004260,9025,4718,4305,392,1424,2524
E02004261,10363,5022,5333,516,824,3207
E02004262,7882,3892,3992,266,717,2960
E02004263,5837,2835,3000,261,530,2040
E02004264,8648,4192,4460,391,812,2740
E02004265,8496,4010,4480,359,697,3299
E02004266,8335,4260,4074,405,964,2425
E02004267,5058,2481,2577,142,418,2263
E02004268,9432,4509,4921,310,736,4228
E02004269,10359,4815,5550,386,1367,3946
E02004270,7796,3777,4022,261,618,3245
E02004271,10048,4897,5148,337,818,4239
E02004272,12209,5840,6357,490,1012,4444
E02004273,7169,3403,3767,176,568,3474
E02004274,6414,3045,3369,234,539,2630
E02004275,7660,3702,3963,253,556,3364
E02004276,5554,2537,3012,196,410,2566
E02004278,8816,4202,4623,378,844,2890
E02004279,8023,3916,4109,303,678,3070
E02004280,8380,4058,4319,336,723,3075
E02004281,7668,3728,3939,418,730,2097
E02004282,8847,4196,4656,241,649,4227
E02004283,9066,4481,4594,362,885,3080
E02004284,9530,4742,4781,349,864,3333
E02004285,7703,3781,3921,339,733,2324
E02004286,5032,2448,2583,180,496,1655
E02004287,5576,2735,2842,189,561,1824
E02004288,6198,3600,2599,260,724,1631
E02004289,7361,3571,3792,374,679,2464
E02004290,5718,2845,2880,225,520,1879
E02004291,7122,3473,3643,380,696,1767
E02004292,7959,3825,4132,328,713,2747
E02004293,9615,4661,4948,526,1047,2374
E02004294,7895,3832,4072,253,736,2691
E02004295,7272,3510,3768,289,773,2272
E02004296,8422,4122,4306,447,900,2205
E02004297,7939,3858,4078,353,696,2368
E02004298,9954,4847,5119,454,851,3187
E02004299,8193,4099,4097,338,750,2529
E02004300,7684,3688,3994,386,724,2236
E02004301,9601,4728,4878,511,1081,2151
E02004302,7831,3911,3911,419,837,2018
E02004303,11010,5450,5561,450,1120,3050
E02004304,9005,4359,4644,458,911,2318
E02004305,10183,4985,5201,613,1093,2301
E02004306,5994,2895,3100,277,446,2091
E02004307,6457,3073,3382,318,634,1859
E02004308,7720,4048,3676,239,568,2556
E02004309,6193,3002,3196,288,605,1747
E02004310,7825,3821,4012,427,788,2169
E02004311,9132,4454,4683,436,895,2719
E02004312,7426,3570,3853,300,586,2801
E02004313,6745,3308,3441,305,1666,1322
E02004314,12662,6298,6370,59,9682,954
E02004315,13303,6599,6702,558,3692,2386
E02004316,6476,3217,3263,331,626,1621
E02004317,7319,3547,3771,310,752,2308
E02004318,6585,3191,3390,344,569,1933
E02004319,7961,3881,4085,401,829,2040
E02004320,8552,4178,4381,367,777,2520
E02004321,8167,4032,4142,422,852,2304
E02004322,8659,4133,4532,523,988,2264
E02004323,7381,3647,3736,374,738,1893
E02004324,5766,2859,2905,289,558,1650
E02004325,9012,4273,4732,588,1106,2044
E02004326,6767,3284,3486,396,743,1675
E02004327,5548,2663,2888,269,599,1720
E02004328,7225,3442,3789,435,881,1718
E02004329,6459,3153,3300,249,733,2082
E02004330,5945,2884,3056,267,548,2008
E02004331,7187,3565,3624,400,731,1933
E02004332,7360,3618,3740,374,819,1869
E02004333,6688,3284,3407,256,610,2402
E02004334,6998,3371,3627,326,750,1941
E02004335,7876,3862,4028,621,833,1743
E02004336,6713,3318,3392,332,621,2230
E02004337,10498,5211,5293,515,1187,2713
E02004338,7321,3647,3677,368,801,1913
E02004339,7026,3446,3586,261,603,2318
E02004340,10424,5197,5233,583,1084,2862
E02004341,8715,4300,4412,378,881,2641
E02004342,5605,2678,2931,401,774,1126
E02004343,5537,2656,2881,268,564,1624
E02004344,6967,3344,3627,328,668,2279
E02004345,12568,6123,6446,483,1117,4478
E02004348,7828,3869,3955,230,563,3077
E02004349,9360,4531,4828,589,1056,2455
E02004350,9781,4759,5019,446,918,2999
E02004351,7236,3639,3597,365,774,2032
E02004352,8180,4042,4145,472,920,2147
E02004353,7204,3492,3707,290,690,2369
E02004354,9085,4432,4658,469,898,2462
E02004355,7041,3326,3714,395,841,1845
E02004356,7395,3576,3818,396,851,1882
E02004357,7684,3672,4012,459,899,1764
E02004358,8042,3761,4281,444,718,2599
E02004359,7753,3633,4116,316,746,2707
E02004361,8189,3869,4329,386,774,2508
E02004362,8822,4189,4641,482,1030,2053
E02004363,6962,3410,3553,305,642,2280
E02004364,8201,3805,4389,321,722,2742
E02004365,8422,4252,4185,514,1179,1314
E02004366,7640,3685,3958,280,909,2575
E02004367,6749,3115,3632,163,616,3473
E02004368,8294,4081,4209,439,851,2119
E02004369,10054,4755,5296,371,834,4007
E02004370,8109,3897,4213,548,948,1726
E02004371,7137,3342,3796,496,752,1705
E02004372,7150,3379,3765,529,852,1362
E02004373,8802,4328,4462,485,881,2308
E02004374,7293,3493,3808,312,723,2071
E02004375,8361,4139,4225,383,814,2164
E02004376,6879,3462,3411,327,811,1496
E02004377,10710,5172,5536,491,1003,3313
E02004378,8214,4100,4122,439,685,1980
E02004379,7655,3759,3886,342,753,2379
E02004380,9645,4592,5050,405,924,3397
E02004381,9377,4493,4888,403,920,2690
E02004382,6513,3107,3407,274,539,2353
E02004383,7342,3611,3731,288,784,2084
E02004384,7394,3584,3808,317,693,2276
E02004385,7658,3664,3999,387,728,2551
E02004386,6624,3259,3360,381,640,2041
E02004387,6072,2964,3110,419,771,1126
E02004388,7782,3797,3982,411,691,2276
E02004389,9341,4475,4868,353,650,4278
E02004390,8034,3777,4255,306,699,3259
E02004391,6490,3042,3448,252,533,2513
E02004392,9288,4556,4732,480,856,3002
E02004393,6346,3066,3283,210,513,2763
E02004394,7909,3903,4008,311,697,2936
E02004395,7623,3635,3983,284,645,3029
E02004396,9237,4465,4773,313,784,4040
E02004397,8131,3831,4309,340,822,2798
E02004398,9323,4306,5011,565,1103,2333
E02004399,8049,3705,4345,342,649,3333
E02004400,10528,4982,5548,291,693,5611
E02004401,7715,3604,4111,206,497,3953
E02004402,8953,4174,4785,389,792,3383
E02004403,6434,3029,3404,276,627,2074
E02004404,6402,3145,3266,255,559,2038
E02004405,6030,2915,3115,280,638,2000
E02004406,7289,3522,3768,257,608,2971
E02004407,8100,3850,4251,299,765,2876
E02004408,8369,4136,4232,455,773,2130
E02004409,5325,2595,2724,165,476,1990
E02004410,7988,3939,4051,271,643,2957
E02004411,8511,4023,4486,401,837,2577
E02004412,8075,3891,4188,391,759,2606
E02004413,7324,3574,3752,305,620,2544
E02004414,6526,3164,3360,341,697,1591
E02004415,6700,3297,3404,253,567,2300
E02004416,6474,3170,3300,243,602,2470
E02004417,6521,3081,3440,311,584,2215
E02004418,5793,2749,3039,307,535,1914
E02004419,6331,3011,3321,370,648,1809
E02004420,13948,6669,7270,690,1346,4833
E02004421,9341,4472,4867,488,759,3149
E02004422,11112,5351,5755,547,1063,3735
E02004423,7554,3538,4023,279,624,3247
E02004424,7116,3471,3643,382,728,1984
E02004425,7339,3500,3841,436,662,1886
E02004426,8100,4002,4099,461,799,2104
E02004427,8060,3883,4181,431,708,2531
E02004428,6964,3338,3622,355,649,1947
E02004429,7576,3709,3866,325,764,2557
E02004430,8438,4178,4258,458,869,2021
E02004431,9720,4735,4985,679,1028,1827
E02004432,6444,3197,3246,302,693,1893
E02004433,8735,4198,4533,537,919,2053
E02004434,8548,4155,4383,516,879,1889
E02004435,9784,4744,5052,754,1059,1730
E02004436,7909,3762,4146,561,983,1612
E02004437,10066,4820,5251,712,902,2231
E02004438,9608,4528,5088,812,1096,1822
E02004439,9883,4798,5090,880,1283,1296
E02004440,9164,4480,4680,652,965,1607
E02004441,7827,3806,4024,497,807,1993
E02004442,8613,4176,4431,616,1098,1497
E02004443,10313,5035,5284,735,1115,1981
E02004444,9044,4440,4603,557,929,2134
E02004445,8291,4100,4207,541,895,1758
E02004446,7023,3500,3521,274,692,2213
E02004447,5971,2971,2999,230,522,2188
E02004448,7819,3837,3980,444,757,2241
E02004449,8882,4316,4571,503,915,2220
E02004450,6284,3130,3146,258,550,2188
E02004451,9491,4644,4850,462,936,2899
E02004452,9334,4588,4759,457,912,2743
E02004453,7448,3625,3827,503,801,1694
E02004454,9433,4716,4734,588,1007,2164
E02004455,7947,3908,4042,415,927,2044
E02004456,9836,4869,4963,625,980,2068
E02004457,10611,5186,5429,654,1106,2400
E02004458,9533,4585,4952,451,1094,2270
E02004459,10410,5103,5309,486,1026,3210
E02004460,9767,4774,4996,617,994,2388
E02004461,5742,2749,2987,362,700,1065
E02004462,11584,5636,5947,717,1102,2634
E02004463,8138,3984,4155,408,695,2465
E02004464,9863,4773,5093,425,1024,3253
E02004465,6364,3061,3299,317,611,1952
E02004466,8230,3970,4266,477,817,2021
E02004467,8240,3981,4257,548,874,1797
E02004468,10617,5234,5379,521,1043,3080
E02004469,7264,3529,3737,420,671,1904
E02004470,11761,5753,6015,759,1103,2235
E02004471,8518,4114,4415,511,789,2060
E02004472,6183,3056,3128,304,625,1734
E02004473,7822,3771,4050,420,838,2255
E02004474,7956,3804,4149,376,784,2506
E02004475,6625,3262,3362,305,698,2036
E02004476,8078,3936,4141,372,856,2446
E02004477,6046,2890,3157,274,489,2311
E02004478,6685,3221,3463,319,730,2037
E02004479,8048,3932,4118,381,788,2419
E02004480,6974,3432,3542,412,777,1744
E02004481,6645,3173,3469,247,568,2848
E02004482,8339,3992,4349,468,1030,2007
E02004483,8002,3855,4143,362,779,2802
E02004484,8363,4096,4271,376,811,2878
E02004485,9859,4784,5085,704,960,2121
E02004486,8630,4181,4447,440,783,2451
E02004487,7620,3683,3934,461,802,1919
E02004488,9999,4869,5134,671,950,2276
E02004489,9494,4660,4829,476,1146,2043
E02004490,7910,3781,4126,456,985,1618
E02004491,7472,3725,3749,381,731,1825
E02004492,9344,4616,4734,498,946,1747
E02004493,10355,5121,5226,584,1134,1928
E02004495,8305,3919,4383,389,904,2770
E02004496,8222,4097,4125,440,813,1860
E02004497,7827,3821,4014,338,726,2616
E02004498,9894,4826,5061,558,1021,2346
E02004499,6832,3391,3440,346,729,1768
E02004500,9245,4478,4770,397,908,2987
E02004501,7049,3423,3628,386,651,2170
E02004502,7227,3647,3583,261,658,2452
E02004503,8017,3952,4068,424,812,2204
E02004504,8012,3902,4099,454,835,2103
E02004505,6510,3206,3302,385,514,2232
E02004506,7152,3495,3654,333,672,2217
E02004507,9687,4728,4959,538,1121,1603
E02004508,6566,3226,3339,272,617,2074
E02004512,11314,5559,5749,649,1192,2322
E02004513,11348,5558,5788,535,3950,1606
E02004514,5825,2750,3074,256,642,1654
E02004515,9714,4807,4899,618,946,2334
E02004516,13377,6539,6841,932,2436,1533
E02004517,9610,4633,4979,542,933,2588
E02004518,8081,4054,4029,499,957,1421
E02004519,7501,3571,3918,300,751,2509
E02004520,9704,4811,4891,811,1214,1245
E02004521,9444,4544,4895,565,1053,2203
E02004522,8986,4373,4606,365,2075,2409
E02004523,10499,5115,5391,728,1113,1947
E02004524,8299,4131,4171,328,813,2733
E02004525,8089,3908,4178,378,768,2755
E02004526,7226,3452,3768,220,614,3195
E02004527,9281,4583,4696,471,954,2609
E02004528,8818,4402,4417,407,885,2761
E02004529,7372,3647,3727,346,822,2232
E02004530,7137,3412,3724,449,654,2041
E02004531,7165,3427,3738,459,662,1892
E02004532,6411,3092,3325,365,548,1743
E02004533,7710,3740,3975,451,814,1973
E02004534,9078,4457,4618,625,950,1824
E02004535,6071,2965,3104,338,581,1749
E02004536,6238,3065,3172,299,639,1982
E02004537,9523,4554,4965,654,1168,1683
E02004538,9863,4766,5097,523,1086,2448
E02004539,7920,3857,4071,505,855,1645
E02004540,6032,2909,3119,350,626,1462
E02004541,11749,5659,6090,734,1115,2786
E02004542,6998,3442,3555,391,692,1900
E02004543,7604,3597,4002,542,830,1643
E02004544,11178,5475,5706,855,1066,2100
E02004545,7973,3853,4112,515,900,1608
E02004546,8413,4129,4286,478,934,1622
E02004547,10065,4818,5246,747,1051,1711
E02004548,8945,4375,4562,561,969,1498
E02004549,8154,3968,4191,531,900,1685
E02004550,8819,4325,4501,639,959,1766
E02004551,7608,3659,3951,478,802,1736
E02004552,6592,3223,3362,385,624,1797
E02004553,7845,3742,4102,576,823,1419
E02004554,7727,3823,3905,493,932,1637
E02004555,6488,3205,3285,234,613,2234
E02004556,7548,3706,3845,308,698,2651
E02004557,8910,4284,4623,506,882,2406
E02004558,6911,3286,3626,354,651,2279
E02004559,8032,3917,4112,340,869,2610
E02004560,9087,4529,4557,462,908,2746
E02004561,10395,5178,5213,394,1093,3494
E02004562,8850,4284,4561,446,790,2963
E02004563,6591,3196,3393,233,587,2642
E02004564,7919,3880,4038,335,806,2621
E02004566,5657,2747,2907,347,651,1354
E02004567,8124,3936,4187,350,822,2553
E02004568,8865,4316,4549,540,932,1872
E02004569,8652,4181,4471,530,851,2154
E02004570,8690,4130,4568,431,840,2731
E02004571,7817,3754,4068,356,745,2572
E02004572,7931,3863,4066,408,832,2279
E02004573,6421,3109,3317,353,767,1751
E02004574,7864,3796,4063,504,884,2122
E02004575,12090,5829,6256,572,1043,3857
E02004576,9139,4435,4703,382,924,3277
E02004577,6109,3063,3050,273,572,1802
E02004578,7624,3547,4075,336,551,3559
E02004579,7915,3887,4030,312,706,2994
E02004580,12281,5820,6469,393,944,5875
E02004581,8502,4189,4317,388,804,2935
E02004582,6971,3296,3680,245,490,3113
E02004583,8911,4352,4557,375,798,3191
E02004584,6582,3119,3466,152,417,3627
E02004585,9037,4334,4705,457,910,3007
E02004586,8251,3921,4324,384,808,3090
E02004587,7734,3708,4032,460,807,2272
E02004588,7208,3529,3681,459,821,2038
E02004589,7407,3535,3878,358,745,2501
E02004590,8235,4024,4212,291,654,3624
E02004591,7624,3664,3968,391,719,2150
E02004592,13127,6312,6815,704,1267,3574
E02004593,8967,4436,4530,413,770,2759
E02004594,8310,4166,4148,414,814,2356
E02004595,14837,7280,7550,904,1307,3640
E02004596,10617,5260,5352,696,1075,2303
E02004597,9023,4339,4687,579,869,2261
E02004598,11037,5377,5656,570,1264,2984
E02004599,7794,3816,3979,356,833,2245
E02004600,5561,2736,2820,329,470,1492
E02004601,6146,2914,3232,316,722,2158
E02004602,6732,3272,3468,420,698,1474
E02004603,8097,4011,4083,316,2361,1276
E02004604,8316,4044,4273,669,971,1395
E02004605,5869,2817,3053,368,638,1269
E02004606,10444,5313,5126,539,1324,1962
E02004607,9537,4770,4777,393,1144,2171
