MSOA,population,males,females,children,youth,elderly
E02006536,7498,3723,3776,328,794,2149
E02006537,10538,5033,5498,607,1033,2571
E02006538,9259,4505,4759,423,757,2833
E02006539,7295,3522,3772,327,709,2273
E02006540,5723,2770,2958,299,451,1928
E02006541,7769,3731,4042,367,639,2624
E02006542,5734,2737,2993,181,483,2338
E02006543,5597,2714,2883,181,484,2128
E02006544,11609,5636,5978,548,1124,3782
E02006545,12168,5901,6261,914,1251,2373
E02006546,10972,5193,5776,514,1076,3612
E02006547,6910,3538,3378,349,616,2095
E02006548,9750,4587,5168,476,913,3028
E02006549,6247,2921,3328,139,398,3387
E02006550,9607,4559,5043,362,892,3794
E02006551,7956,3582,4373,164,399,4857
E02006552,7381,3766,3619,387,687,2040
E02006553,9663,4663,4990,552,883,2572
E02006554,6621,3166,3450,234,513,2885
E02006555,7695,3699,3996,386,962,1924
E02006556,10593,5015,5574,433,991,3899
E02006557,7765,3773,3992,442,925,1676
E02006558,10733,5418,5301,469,1228,3056
E02006559,8180,3906,4276,200,519,4342
E02006560,9704,4678,5023,326,731,4100
E02006561,6708,3291,3415,270,629,2005
E02006562,6159,3001,3158,249,544,2135
E02006563,5752,2848,2908,178,535,2087
E02006564,7983,3704,4286,318,589,2996
E02006565,8158,3927,4230,274,744,3106
E02006566,8233,3894,4341,379,742,3236
E02006567,7678,3676,4007,344,690,2636
E02006568,12300,5750,6558,641,2224,2940
E02006569,9623,5015,4612,477,918,3146
E02006570,8907,4114,4800,332,1364,2749
E02006571,8514,4065,4452,373,885,2810
E02006572,11490,5515,5968,663,1390,2877
E02006573,11626,5509,6112,444,899,4777
E02006574,10926,5211,5713,367,911,4962
E02006575,8947,4656,4288,573,1119,1467
E02006576,10719,5340,5376,807,938,2026
E02006577,9089,4424,4667,596,916,1828
E02006578,12588,6423,6166,877,1374,1880
E02006579,8354,4235,4111,437,897,1678
E02006580,8399,4148,4248,530,864,1950
E02006581,10359,5141,5215,742,1074,1850
E02006582,7851,3916,3931,408,884,1475
E02006583,9481,4703,4782,557,1009,2192
E02006584,7842,3819,4019,566,938,1261
E02006585,8314,4011,4305,477,992,1657
E02006586,8037,4029,4004,514,1069,1090
E02006587,8529,4150,4383,554,994,1473
E02006588,10410,5127,5274,665,966,2261
E02006589,11343,5514,5836,556,1034,3228
E02006590,8781,4257,4525,422,835,2383
E02006591,8270,4142,4134,447,819,2096
E02006592,6677,3275,3401,309,708,2071
E02006593,11285,5511,5771,635,1109,2847
E02006594,10946,5336,5604,747,998,2357
E02006595,8959,4364,4600,379,1057,2614
E02006596,9364,4621,4739,471,1008,2230
E02006597,12391,6074,6329,784,1220,3043
E02006598,5451,2718,2738,205,512,1844
E02006599,6892,3403,3479,147,476,3351
E02006600,9865,4684,5180,439,781,3718
E02006601,8953,4288,4662,433,848,3109
E02006602,8717,4299,4416,423,807,2642
E02006603,8469,4005,4462,312,683,3344
E02006604,13279,6500,6790,671,1193,3311
E02006605,6372,3140,3229,311,760,1788
E02006606,8350,3982,4369,420,765,2342
E02006607,7960,3909,4054,371,723,2462
E02006608,6336,3075,3262,330,551,2120
E02006609,6890,3404,3485,303,746,2072
E02006610,7870,3864,4009,401,698,2025
E02006611,11482,5490,5990,709,915,3375
E02006612,11828,5816,6018,737,983,2719
E02006613,7752,3705,4044,462,780,1675
E02006614,12852,6239,6611,811,1230,2863
E02006615,7058,3449,3612,393,772,1451
E02006616,9841,4818,5023,666,871,2331
E02006617,9132,4435,4693,512,838,2326
E02006618,6458,3071,3387,279,658,2085
E02006619,9080,4418,4659,442,1063,2265
E02006620,10037,4751,5284,490,832,3160
E02006621,7691,3759,3933,221,598,3408
E02006622,7887,3850,4042,371,697,2505
E02006623,8084,3807,4281,442,799,2241
E02006624,7333,3626,3700,252,805,1978
E02006625,8053,3909,4138,419,902,1606
E02006626,10190,4876,5306,780,1065,1769
E02006627,9609,4666,4938,533,917,2595
E02006628,8942,4345,4598,531,980,1664
E02006629,7813,3744,4065,401,807,1930
E02006630,8907,4294,4609,387,664,2994
E02006631,10183,5036,5151,474,991,2423
E02006632,8244,3942,4311,354,685,2972
E02006633,8415,3980,4431,285,705,3576
E02006634,8571,4163,4404,339,719,2875
E02006635,9126,4394,4735,304,1482,2831
E02006636,7087,3426,3666,284,538,2490
E02006637,11026,5369,5648,558,1145,2926
E02006638,6368,3086,3274,224,532,2457
E02006639,8418,4358,4066,274,759,2991
E02006640,7321,3595,3724,283,658,2353
E02006641,8243,3960,4276,371,831,2577
E02006642,5671,2851,2815,235,481,1855
E02006644,6814,3314,3501,261,584,2325
E02006645,7882,3874,4005,367,818,2127
E02006646,8241,4097,4143,481,781,2029
E02006647,6104,3029,3075,205,520,2170
E02006648,6287,3078,3211,298,513,1938
E02006649,7662,3774,3892,380,729,2128
E02006650,13999,7678,6317,645,2414,3370
E02006651,7282,3629,3651,304,692,2298
E02006652,9711,4775,4929,497,1191,2109
E02006653,9848,4891,4957,516,1088,2503
E02006654,9584,4779,4816,465,939,2680
E02006655,8172,4019,4169,352,762,2589
E02006656,6707,3309,3399,341,745,1513
E02006657,11114,5303,5814,588,1407,2304
E02006658,7955,3863,4094,414,726,2414
E02006659,8367,4170,4193,528,726,2185
E02006660,13526,6511,7020,719,1216,4042
E02006661,9964,5486,4485,934,1338,1202
E02006662,7301,3654,3645,527,656,1735
E02006663,12995,6389,6606,669,1430,2968
E02006664,6391,3120,3272,245,549,2191
E02006665,6749,3266,3478,235,528,2842
E02006666,6870,3313,3557,362,676,1662
E02006667,7624,3732,3890,599,851,1331
E02006668,5889,2805,3086,216,550,1995
E02006669,10384,5004,5384,430,791,3637
E02006670,6906,3455,3451,347,600,1805
E02006671,6153,2930,3230,236,561,1849
E02006672,9499,4528,4966,583,915,2327
E02006673,5039,2422,2613,187,433,1984
E02006674,6049,2926,3121,337,630,1641
E02006675,8044,3916,4129,255,733,2860
E02006676,6171,3003,3160,229,423,2455
E02006677,7948,3867,4075,310,679,2901
E02006678,7809,3827,3985,460,808,2066
E02006679,12451,6078,6359,659,1216,3422
E02006680,7605,3692,3907,361,715,2440
E02006681,5943,2935,3012,227,446,2238
E02006682,10406,4908,5497,482,822,3693
E02006683,8043,3963,4088,355,846,2097
E02006684,6864,3409,3452,363,765,1640
E02006685,10155,4965,5188,628,923,2437
E02006686,5429,2630,2799,245,619,1521
E02006687,8122,4017,4099,462,878,1782
E02006688,5548,2724,2820,243,590,1451
E02006689,7015,3415,3602,345,608,2314
E02006690,7000,3388,3611,300,603,2491
E02006692,5588,2800,2783,341,632,1485
E02006693,6470,3157,3312,304,671,1874
E02006694,6117,2978,3143,241,544,2221
E02006695,6435,3131,3306,228,472,2552
E02006696,7317,3527,3787,417,772,2028
E02006697,7412,3646,3775,262,655,2582
E02006698,6419,3140,3282,320,633,1959
E02006699,5920,2812,3108,295,479,2029
E02006700,6355,3067,3282,322,541,2256
E02006701,7355,3598,3753,447,637,2126
E02006702,5958,2875,3080,344,566,1596
E02006703,8039,3899,4139,442,693,2342
E02006704,6934,3335,3591,326,592,2270
E02006705,7380,3582,3796,418,716,1841
E02006706,6952,3368,3580,289,825,2321
E02006707,6814,3317,3506,358,737,1731
E02006708,8025,3880,4141,521,909,1621
E02006709,8315,4404,3909,398,784,2342
E02006710,8419,4106,4319,326,741,3188
E02006711,8526,4196,4332,290,825,2951
E02006712,7664,3811,3850,346,658,2734
E02006713,6304,3015,3287,236,514,2285
E02006714,5855,2856,3000,202,468,2270
E02006715,8695,4307,4386,355,902,2477
E02006716,6459,3110,3347,395,746,1656
E02006717,6931,3315,3606,344,570,2381
E02006718,5989,2797,3189,193,575,2422
E02006719,7398,3584,3821,191,877,3044
E02006720,7252,3541,3711,237,665,2852
E02006721,6637,3258,3382,375,617,2001
E02006722,5450,2629,2823,355,649,1010
E02006723,9337,4588,4753,638,1013,1669
E02006724,7016,3614,3402,487,903,1120
E02006725,5526,2745,2785,305,535,1401
E02006726,6370,3191,3181,349,738,1425
E02006727,5941,2969,2964,293,565,1763
E02006728,7749,3803,3948,418,710,2276
E02006729,7637,3769,3859,423,791,1910
E02006730,6781,3349,3433,492,813,1116
E02006731,5569,2705,2863,277,514,1646
E02006732,6970,3437,3535,309,692,2038
E02006733,6052,2923,3128,272,562,1838
E02006734,8216,4052,4167,341,689,2553
E02006735,5531,2691,2844,449,639,1060
E02006736,6498,3188,3307,346,689,1223
E02006737,8300,4027,4277,423,832,2081
E02006738,9216,4577,4641,573,1100,1705
E02006739,5732,2582,3150,150,1763,1526
E02006740,7329,3717,3614,260,1262,1533
E02006741,6281,3033,3252,386,664,1223
E02006742,8982,4316,4665,423,1752,1949
E02006743,6937,3470,3469,428,815,1361
E02006744,7460,3844,3603,397,1011,1424
E02006745,8737,4212,4527,416,963,2639
E02006746,8989,4409,4579,453,973,2258
E02006747,5643,2746,2904,239,575,1451
E02006748,8796,4303,4487,524,780,2439
E02006749,5407,2641,2767,300,686,1209
E02006750,5424,2559,2866,258,471,2014
E02006751,5870,2810,3054,248,568,1873
E02006752,8329,4041,4289,505,809,2377
E02006753,7385,3627,3759,383,667,2319
E02006754,5808,2830,2976,225,508,2044
E02006755,5864,2896,2963,203,485,2251
E02006756,6702,3273,3433,395,712,1650
E02006757,7194,3597,3601,218,661,2868
E02006758,6469,3419,3050,274,570,1914
E02006759,8397,4041,4365,391,733,3024
E02006760,9010,4362,4658,390,724,3147
E02006761,6278,3189,3087,310,643,1454
E02006762,7120,3510,3611,391,690,1944
E02006763,8494,4176,4321,490,834,2196
E02006764,5797,2830,2960,308,565,1344
E02006765,6312,3047,3263,209,456,2778
E02006766,7816,3827,3985,230,665,3131
E02006767,9582,4776,4813,364,950,3307
E02006768,7002,3407,3594,335,612,2223
E02006769,7071,3469,3596,334,664,2057
E02006770,8379,4195,4186,598,985,1536
E02006771,6758,3298,3459,244,572,2611
E02006772,6685,3249,3430,304,627,2124
E02006773,8218,3980,4238,400,795,2732
E02006774,7564,3790,3773,422,726,1861
E02006775,6101,2990,3109,375,717,1317
E02006776,6394,3140,3254,309,596,2045
E02006777,7210,3562,3654,222,587,3076
E02006778,7176,3456,3716,340,634,2303
E02006779,7574,3641,3932,304,706,2574
E02006780,5903,2877,3031,257,509,2252
E02006781,2055,1007,1050,97,126,704
E02006782,8126,3812,4313,483,840,1945
E02006783,7766,3569,4209,461,1038,1040
E02006784,7967,3816,4149,402,983,1529
E02006785,6623,3196,3423,376,671,1616
E02006786,7557,3586,3974,490,856,1204
E02006787,7896,3818,4076,521,736,1656
E02006788,7612,3514,4106,517,915,1187
E02006789,6785,3296,3483,299,661,2382
E02006790,7716,3647,4075,414,744,2461
E02006791,7567,3654,3917,452,693,1145
E02006792,8998,4477,4523,457,978,1625
E02006793,9646,4473,5177,650,1426,1329
E02006794,8288,3918,4371,581,1133,1034
E02006795,8266,4183,4080,424,1050,1630
E02006796,9695,4853,4840,644,1048,1744
E02006798,8894,4379,4508,461,1281,938
E02006799,12044,5837,6206,924,1568,1500
E02006800,14683,7421,7256,1139,1954,2028
E02006801,8565,4181,4394,231,2180,1212
E02006802,9278,4625,4655,357,2017,947
E02006803,9270,4568,4703,460,945,2482
E02006804,8310,3979,4336,472,903,2081
E02006805,9085,4501,4583,613,1158,1509
E02006806,8558,4170,4386,482,848,2174
E02006807,8210,4040,4172,492,949,1814
E02006808,6739,3296,3436,435,692,1510
E02006809,10154,5011,5141,536,1317,2269
E02006810,10688,5311,5375,599,1344,2745
E02006811,11410,5591,5819,624,1097,3397
E02006812,7605,3632,3971,373,768,2357
E02006813,8216,3975,4239,435,787,2355
E02006814,8042,3921,4114,380,792,2369
E02006815,11792,5673,6114,951,1306,2255
E02006816,8853,4341,4507,529,862,2571
E02006817,9230,4652,4581,479,1987,1517
E02006818,8405,4120,4285,408,809,2428
E02006819,8822,4260,4560,630,1194,1306
E02006820,10823,5349,5464,530,1049,3314
E02006821,6658,3272,3388,330,684,1731
E02006822,9307,4588,4714,418,879,2818
E02006823,8938,4306,4634,398,767,2942
E02006824,9531,4606,4931,413,1018,2804
E02006825,6200,3017,3186,310,530,1926
E02006826,9753,4922,4838,499,938,2363
E02006827,8008,3972,4039,466,901,1959
E02006828,7107,3465,3636,343,793,1686
E02006829,7396,3583,3819,306,605,2603
E02006830,6665,3235,3435,421,736,1537
E02006831,6188,2998,3185,255,510,2280
E02006832,6068,2906,3164,361,585,1726
E02006833,12400,5945,6458,775,1064,3392
E02006834,7629,3650,3979,430,844,1807
E02006835,6092,2968,3127,321,605,1613
E02006836,8721,4244,4471,435,822,2427
E02006837,11785,5797,5997,599,1191,3184
E02006838,6937,3384,3558,263,590,2660
E02006839,8519,4115,4406,332,799,2788
E02006840,11283,5402,5876,488,1134,3380
E02006841,7685,4170,3522,283,1646,1175
E02006842,5124,2573,2555,340,639,1144
E02006843,10597,5621,4980,269,5162,198
E02006844,7846,4126,3718,244,4290,367
E02006845,9638,4630,5003,586,939,1956
E02006846,9713,4785,4923,897,1061,998
E02006847,9905,4906,5002,636,1198,1038
E02006848,8567,4312,4252,624,957,709
E02006849,10339,5159,5174,621,1148,1569
E02006850,10118,5030,5087,297,5501,548
E02006851,10048,4907,5147,236,5764,377
E02006852,11847,5956,5891,550,2413,2211
E02006853,11012,5338,5676,714,1710,597
E02006854,7073,3736,3335,349,1037,407
E02006855,6417,3162,3244,369,1319,926
E02006856,11146,5449,5692,433,3034,1994
E02006857,8987,4257,4728,431,845,2842
E02006858,6832,3309,3519,229,637,2538
E02006859,7693,3788,3901,565,951,564
E02006861,13634,6450,7188,210,8813,828
E02006862,6652,3288,3361,327,673,1740
E02006863,12015,5932,6090,842,1344,1225
E02006864,8849,4293,4553,425,833,2638
E02006865,8357,4076,4279,440,799,2475
E02006866,8703,4216,4483,488,903,2076
E02006867,8152,3974,4171,383,768,2653
E02006868,12068,6135,5942,790,2144,2040
E02006869,11131,5409,5723,643,1190,2698
E02006871,12189,5837,6362,657,1260,3590
E02006872,12886,6372,6528,621,1149,4251
E02006873,9882,4827,5057,720,1077,743
E02006874,10238,5033,5199,594,1013,2001
E02006875,9527,4654,4882,66,5325,172
E02006876,7889,4038,3853,411,1324,1041
E02006877,10899,5340,5553,839,1130,1852
E02006878,12979,6441,6540,997,1588,1045
E02006879,6545,3358,3189,386,722,1422
E02006880,6644,3301,3345,268,566,2019
E02006881,10753,5298,5447,660,1129,2721
E02006882,14400,7137,7263,799,1611,3529
E02006883,5718,2837,2887,241,457,1702
E02006884,12374,6099,6280,640,1243,3223
E02006885,7459,3784,3679,252,624,2247
E02006886,13850,6792,7058,877,1191,3541
E02006887,10109,5430,4676,466,2741,596
E02006888,7275,3726,3554,538,964,747
E02006889,8229,4117,4107,762,1098,828
E02006890,9169,4593,4568,666,1048,1007
E02006891,8110,3953,4153,371,756,2767
E02006892,6211,2957,3260,276,568,2116
E02006893,10851,5120,5738,503,975,3979
E02006894,14363,7079,7288,1112,1860,2374
E02006895,9366,4656,4710,600,2079,662
E02006896,6125,3297,2829,336,1338,447
E02006897,8453,4266,4185,494,2088,578
E02006898,7905,4139,3768,352,1525,617
E02006899,6152,3350,2793,164,1340,261
E02006900,15719,7766,7945,1256,2976,1665
E02006902,7877,4363,3531,217,1921,426
E02006903,11090,5407,5680,548,972,3550
E02006904,9215,4821,4395,248,3898,508
E02006905,7907,4030,3869,479,1134,1134
E02006906,12244,6052,6193,610,1119,3709
E02006907,7109,3820,3290,231,1213,1308
E02006908,5566,2903,2666,300,603,1155
E02006909,12692,6220,6472,476,1146,4319
E02006910,10611,5128,5485,617,1099,2775
E02006912,10129,5670,4461,73,3716,526
E02006913,7805,4060,3736,458,1276,667
E02006914,7861,3876,3982,122,4840,163
E02006915,9366,4988,4370,718,1397,862
E02006916,6980,3796,3190,275,1482,428
E02006917,6423,3707,2723,108,2040,232
E02006918,8399,3984,4410,677,1058,826
E02006919,10440,5138,5302,654,1089,1844
E02006920,8076,4011,4070,496,940,1472
E02006921,7925,3677,4253,966,1239,911
E02006922,14117,6959,7150,727,1602,4074
E02006924,13607,6760,6846,786,1762,2544
E02006925,14425,7236,7187,682,2193,2971
E02006926,8010,3963,4046,489,975,986
E02006927,12366,5848,6514,829,1278,2118
E02006928,12090,5776,6330,686,2153,764
E02006930,9848,4904,4944,694,1083,956
E02006931,9463,4586,4874,606,1064,1421
E02006932,14135,6720,7416,115,9886,301
E02006933,7234,3689,3544,182,1704,836
E02006934,6673,3704,2971,100,2389,403
E02006935,7476,3607,3866,434,876,1865
E02006936,7798,3808,3984,479,801,1511
E02006937,9375,4983,4390,720,1324,963
E02006938,6383,3439,2941,448,1315,606
E02006939,7076,3761,3313,439,850,604
E02006940,8239,4201,4038,462,1614,605
E02006941,5310,2840,2469,136,550,459
E02006942,6745,3314,3434,294,880,564
E02006943,7596,3759,3831,673,1115,835
E02006944,8076,4044,4032,705,1235,732
E02006945,8693,4229,4465,426,659,2706
E02006946,5222,2558,2664,251,467,1559
E02006947,9852,5023,4835,775,1804,880
E02006948,6447,3450,2998,475,1121,460
E02006949,6692,3385,3303,351,974,788
E02006950,7546,3843,3712,367,1708,463
E02006951,8537,4354,4181,163,4631,424
E02006952,8021,4103,3917,143,3907,610
E02006953,9173,4499,4662,652,1317,510
E02006954,10114,5047,5065,715,1305,1180
E02006955,7508,3598,3914,410,1831,423
E02006956,8834,4499,4328,442,1797,1411
E02006957,8280,4264,4016,1017,1087,814
E02006958,8074,4185,3884,659,1398,975
E02006959,8024,4354,3668,201,1920,357
E02006960,9333,4837,4490,354,3207,527
E02006961,6669,3415,3261,423,1131,725
E02006962,5119,2771,2354,163,1356,386
E02006963,6004,3390,2611,201,1269,287
E02006964,6782,3300,3482,534,849,665
E02006965,8468,4149,4327,551,1069,1540
E02006966,7445,3722,3722,270,2059,1685
E02006967,7764,3789,3976,406,870,1849
E02006968,8351,4086,4264,430,760,1586
E02006969,6420,3170,3253,417,549,891
E02006970,7344,3875,3464,487,1052,870
E02006971,8291,4232,4064,462,1164,1303
E02006972,5414,2593,2819,403,609,702
E02006973,8493,4120,4372,525,846,1266
E02006974,10978,5461,5517,611,1147,2739
E02006975,10277,5355,4920,327,5871,811
E02006976,5312,2596,2717,341,746,961
E02006978,7255,3765,3492,431,1174,1044
E02006979,6425,3180,3243,401,694,848
E02006980,7507,3626,3886,355,763,2329
E02006981,7923,3881,4034,370,806,2361
E02006982,12174,5928,6248,583,1099,3981
E02006983,7041,3581,3453,352,962,758
E02006984,5651,3107,2551,202,922,385
E02006985,9280,4731,4542,790,1564,779
E02006986,6356,3094,3263,545,789,587
E02006987,7369,3719,3655,473,766,552
E02006988,7161,3528,3626,563,610,1001
E02006989,5350,2797,2558,206,897,987
E02006990,6750,3561,3182,294,843,1736
E02006991,6322,3183,3131,343,605,421
E02006992,8231,3965,4271,621,808,786
E02006993,8399,4165,4234,587,1124,427
E02006994,7638,3734,3910,604,924,762
E02006995,8639,4419,4213,440,1616,202
E02006996,8425,4247,4180,468,1599,596
E02006997,6887,3575,3315,346,955,329
E02006998,7090,3385,3707,534,927,636
E02006999,11244,5624,5622,899,1251,395
E02007000,7692,3839,3858,692,1224,815
E02007001,8490,4201,4291,687,1443,1052
E02007002,11526,5601,5930,479,1181,3508
E02007003,10770,5211,5559,571,1123,2832
E02007004,6691,3344,3348,604,715,590
E02007005,8416,4216,4194,697,913,737
E02007006,5755,2712,3042,238,502,2311
E02007007,6787,3194,3593,285,692,2121
E02007008,5764,2743,3023,325,825,263
E02007009,9148,4478,4666,593,893,1263
E02007010,8531,4148,4376,622,852,1800
E02007011,7590,3668,3928,669,734,1110
E02007012,8280,4154,4125,683,894,785
E02007013,10106,5065,5048,971,1072,417
E02007014,7123,3445,3673,450,785,1034
E02007015,9664,4692,4963,799,960,1039
E02007016,9207,4729,4479,687,954,1316
E02007017,8812,4313,4514,583,1215,1386
E02007018,7272,3596,3674,624,885,853
E02007019,7158,3624,3534,680,825,623
E02007020,9838,5033,4808,795,1378,1338
E02007021,8439,4210,4232,412,1934,1216
E02007022,12147,5987,6161,408,1285,4560
E02007023,7838,3843,4004,488,843,1719
E02007024,6956,3394,3561,341,781,1785
E02007025,8621,4460,4154,678,1071,1347
E02007026,8869,4886,3979,940,1394,520
E02007027,10872,5323,5552,725,1113,2499
E02007028,6109,3039,3070,693,574,330
E02007029,11052,5256,5806,395,971,4392
E02007030,7407,3591,3809,426,1207,1644
E02007031,8637,4289,4345,391,968,1966
E02007032,6820,3198,3620,284,646,2599
E02007033,6191,3014,3179,267,607,2108
E02007034,8214,3951,4265,645,723,1446
E02007035,7821,3701,4113,377,716,2667
E02007038,13695,6688,7002,960,1704,2528
E02007039,8307,4133,4175,741,1451,1021
E02007040,7599,3769,3830,662,1327,696
E02007041,10156,4922,5235,322,817,4139
E02007042,7043,3337,3697,349,592,2344
E02007043,6301,3034,3270,324,666,1702
E02007044,7800,3771,4032,497,729,1747
E02007045,6707,3269,3438,259,662,2328
E02007046,7030,3409,3618,409,710,1912
E02007047,8845,4279,4563,610,989,1269
E02007048,7527,3840,3682,365,747,2279
E02007049,8029,4028,4002,703,746,969
E02007050,8359,4114,4244,698,967,1043
E02007051,8556,4211,4341,657,861,1176
E02007052,6464,3232,3228,340,866,1385
E02007053,6083,3044,3038,146,2069,1033
E02007054,8744,4301,4443,740,803,1358
E02007055,7535,3694,3845,294,708,2419
E02007056,8668,4374,4298,770,820,1003
E02007057,7532,3678,3854,463,854,913
E02007058,11488,5859,5622,616,1372,2400
E02007059,10536,5229,5308,444,1235,2833
E02007060,6105,3294,2805,512,746,1060
E02007061,8371,4314,4050,673,1177,955
E02007062,7665,3688,3987,555,814,838
